cow_id,scan_number,day,conductivity_raw_mScm,temperature_C,conductivity_temp_adjusted_mScm,milk_pH,somatic_cell_count,milk_yield_L,clotting,as7343_F1,as7343_F2,as7343_FZ,as7343_F3,as7343_F4,as7343_F5,as7343_FY,as7343_FXL,as7343_F6,as7343_F7,as7343_F8,as7343_NIR,as7343_VIS,as7343_FD,conductivity_deviation,risk_label
C0599,2,6,4.242,35.92,4.208,6.615,97,22.45,0,1107,878,2533,2081,2577,2945,3809,3951,3572,3596,3075,2106,16450,1246,-0.481,Healthy
C0599,3,9,4.598,35.84,4.568,6.643,94,23.23,0,1137,861,2437,1890,2486,2623,3758,3849,3475,3306,3078,1927,16351,1244,-0.121,Healthy
C0599,4,12,4.506,36.05,4.459,6.583,82,22.28,0,1133,802,2294,2006,2377,2635,3596,3989,3435,3371,2976,1977,15853,1167,-0.23,Healthy
C0599,5,15,4.539,35.89,4.505,6.674,114,23.32,0,1171,860,2472,2058,2555,2857,3676,4037,3670,3498,3087,2151,17055,1270,-0.184,Healthy
C0599,6,18,4.4,35.89,4.367,6.641,96,22.78,0,1119,834,2372,1990,2544,2902,3681,4122,3786,3466,2950,2143,16237,1148,-0.322,Healthy
C0600,1,3,4.992,35.64,4.979,6.665,138,18.93,0,1332,944,2701,2263,2937,3211,4127,4872,4414,4211,3795,2653,18812,1468,0.29,Healthy
C0600,2,6,4.891,35.91,4.853,6.699,203,18.93,0,1286,958,2909,2203,3141,3358,4200,5312,4709,4263,4032,2581,19606,1455,0.164,Healthy
C0600,3,9,5.481,36.22,5.406,6.748,229,16.36,0,1427,1074,3240,2371,3078,3492,4585,5436,5146,4612,4358,2900,21588,1521,0.717,Healthy
C0600,4,12,6.098,36.73,5.955,6.811,322,15.24,0,1505,1147,3435,2748,3378,3857,5018,5769,5449,5106,4612,3059,24006,1693,1.266,Subclinical
C0600,5,15,6.736,37.2,6.518,6.885,397,11.6,0,1639,1269,3661,2835,3850,4198,5632,6452,5843,5386,5029,3459,25121,1688,1.829,Subclinical
C0600,6,18,7.46,37.8,7.134,6.97,511,8.4,0,1743,1317,4060,3007,3828,4212,4934,6182,6147,5913,5708,3744,24447,1686,2.445,Clinical
C0601,1,3,5.062,35.36,5.075,6.729,259,15.8,0,1350,1077,3221,2481,3344,3714,5030,5530,5140,5010,4478,2946,22467,1536,0.386,Healthy
C0601,2,6,4.947,35.39,4.957,6.737,255,14.99,0,1403,992,2826,2334,3230,3767,4558,5192,5338,5094,4025,3016,21821,1481,0.268,Healthy
C0601,3,9,5.11,35.43,5.117,6.743,254,16.17,0,1369,1071,3177,2531,3012,4050,4889,5770,4848,4522,4366,3104,21396,1561,0.428,Healthy
C0601,4,12,5.204,35.45,5.209,6.699,258,15.6,0,1334,1056,3080,2358,3456,3731,4980,5362,5279,4872,4479,3085,22264,1570,0.52,Healthy
C0601,5,15,5.019,35.49,5.02,6.683,275,15.6,0,1427,1029,3142,2457,3195,3646,5238,5527,4799,4780,4311,3145,22203,1493,0.331,Healthy
C0601,6,18,5.047,35.39,5.058,6.711,264,16.19,0,1378,1033,3037,2412,3215,3495,5011,4917,5145,4565,4347,2917,20340,1431,0.369,Healthy
C0602,1,3,4.768,35.34,4.782,6.58,108,21.59,0,1065,778,2214,1772,2536,2923,3734,4019,3743,3486,3205,2167,16651,1325,0.093,Healthy
C0602,2,6,4.743,35.29,4.762,6.629,108,22.71,0,1047,770,2386,1784,2478,2925,3667,3997,4033,3416,3297,2171,16819,1242,0.073,Healthy
C0602,3,9,4.663,35.35,4.676,6.605,109,22.93,0,994,766,2238,1744,2675,2797,3656,4149,3852,3339,3194,2380,16150,1266,-0.013,Healthy
C0602,4,12,4.624,35.39,4.634,6.614,105,22.94,0,1017,763,2165,1774,2342,2689,3834,4069,3816,3533,3158,2356,16329,1215,-0.055,Healthy
C0602,5,15,4.585,35.32,4.601,6.625,107,22.6,0,1024,768,2247,1723,2678,2812,3540,4157,3634,3720,3227,2345,16952,1293,-0.088,Healthy
C0602,6,18,4.528,35.4,4.537,6.595,113,22.81,0,934,725,2161,1675,2464,2785,3397,3858,3781,3355,3234,2077,15379,1219,-0.152,Healthy
C0603,1,3,4.715,35.13,4.748,6.301,94,19.58,0,1117,838,2527,2088,2861,3015,4264,4788,4721,4029,3416,2409,19189,1376,0.059,Healthy
C0603,2,6,4.614,35.07,4.652,6.339,93,19.9,0,1125,860,2532,1937,2888,3245,4028,4620,4562,3885,3579,2243,18493,1361,-0.037,Healthy
C0603,3,9,4.67,35.11,4.705,6.379,93,18.55,0,1265,894,2567,2031,2856,3015,4459,4439,4212,3936,3348,2339,17978,1353,0.016,Healthy
C0603,4,12,4.766,35.04,4.808,6.398,92,19.89,0,1125,859,2415,2033,2559,2973,4132,4492,4190,3934,3422,2297,17153,1268,0.119,Healthy
C0603,5,15,4.555,35.12,4.588,6.355,93,19.5,0,1197,889,2415,1862,2786,3126,4222,4526,4066,3811,3540,2345,18177,1340,-0.101,Healthy
C0603,6,18,4.56,35.1,4.595,6.352,92,19.06,0,1144,891,2397,2168,2631,3262,3880,4069,4209,4165,3501,2320,17399,1264,-0.094,Healthy
C0604,1,3,4.672,35.13,4.705,6.628,178,15.87,0,1373,969,3039,2416,3147,3836,4930,4898,4801,4341,4284,2918,21330,1528,0.016,Healthy
C0604,2,6,4.311,35.07,4.346,6.609,177,16.13,0,1399,1012,2916,2246,3256,3844,4697,5542,4965,4378,4214,2837,20310,1515,-0.343,Healthy
C0604,3,9,4.472,35.11,4.505,6.66,186,15.06,0,1387,996,2559,2176,3127,3875,4909,5067,4879,4815,4185,2785,21012,1453,-0.184,Healthy
C0604,4,12,4.58,35.02,4.622,6.619,177,15.84,0,1346,996,2918,2327,3303,3661,4680,5045,4455,4618,3977,2745,20544,1448,-0.067,Healthy
C0604,5,15,4.532,35.14,4.563,6.618,168,15.59,0,1368,978,2864,2194,3117,3496,4693,4595,4651,4158,3659,2618,20578,1390,-0.126,Healthy
C0604,6,18,4.505,35.05,4.544,6.614,190,16.38,0,1347,1018,2692,2404,3245,3791,4559,4828,4830,4284,4141,2506,20551,1503,-0.145,Healthy
C0606,1,3,4.929,35.67,4.913,6.488,137,26.34,0,1207,901,2868,2323,3409,3793,4908,5370,5232,4579,4035,2902,21935,1550,0.224,Healthy
C0606,2,6,4.735,35.65,4.722,6.489,131,26.64,0,1171,857,2642,2023,2912,3539,4495,4903,4785,4241,3920,2545,20232,1472,0.033,Healthy
C0606,3,9,4.679,35.59,4.671,6.502,156,25.99,0,1173,947,2567,2307,3483,3777,4673,5160,5100,4532,4073,2919,21534,1558,-0.018,Healthy
C0606,4,12,4.512,35.82,4.485,6.489,146,25.92,0,1305,959,2623,2146,3192,3577,4718,5199,4891,4406,3981,2800,20998,1531,-0.204,Healthy
C0606,5,15,4.973,35.61,4.963,6.492,136,25.94,0,1262,998,2788,2252,3255,3812,4985,5236,5027,4467,4124,2708,21011,1486,0.274,Healthy
C0606,6,18,4.969,35.65,4.955,6.47,144,26.34,0,1332,921,2595,2155,3100,3703,4729,4908,5042,4719,4238,2657,20182,1455,0.266,Healthy
C0607,1,3,4.386,35.98,4.346,6.532,248,20.51,0,1271,962,2869,2022,2941,3296,4197,4771,4289,4215,4038,2535,18663,1372,-0.343,Healthy
C0607,2,6,4.401,35.88,4.369,6.56,249,19.79,0,1264,936,2707,2251,2873,3206,4611,4853,4389,4055,3884,2726,18805,1327,-0.32,Healthy
C0607,3,9,4.284,35.96,4.247,6.558,231,19.76,0,1231,892,2652,2060,2954,3471,4238,4717,4241,4343,3903,2678,19060,1355,-0.442,Healthy
C0607,4,12,4.126,35.9,4.095,6.555,227,20.65,0,1145,891,2475,2010,2846,3012,3897,4597,4327,4006,3668,2326,18749,1378,-0.594,Healthy
C0607,5,15,4.186,36.07,4.141,6.516,223,20.97,0,1200,865,2636,2029,2804,3013,4077,4402,4332,3744,3753,2476,17446,1272,-0.548,Healthy
C0607,6,18,4.207,35.87,4.177,6.554,251,20.29,0,1232,956,2615,2013,2996,3286,4219,4361,4468,3869,3709,2611,18616,1308,-0.512,Healthy
C0608,1,3,5.098,35.14,5.133,6.682,90,25.92,0,1032,811,2376,1821,2601,2650,3911,4219,3798,3606,3040,2077,16525,1191,0.444,Healthy
C0608,2,6,4.985,34.95,5.037,6.64,92,27.73,0,1019,771,2238,1900,2455,3045,3696,4054,3803,3608,3087,1947,16098,1267,0.348,Healthy
C0608,3,9,5.191,35.0,5.24,6.68,84,26.07,0,1057,778,2377,1892,2393,2938,3805,4157,3891,3444,3018,2101,16490,1273,0.551,Healthy
C0608,4,12,5.096,35.03,5.142,6.64,84,26.18,0,1119,789,2229,1825,2500,2977,3569,3962,3866,3405,2982,2118,16689,1275,0.453,Healthy
C0608,5,15,5.137,35.14,5.172,6.658,87,26.53,0,1119,713,2225,1759,2469,2963,3734,3899,3807,3525,2966,1998,16326,1233,0.483,Healthy
C0608,6,18,5.096,35.05,5.14,6.648,77,26.69,0,1074,786,2247,1870,2686,2848,3750,4052,3585,3710,2833,2082,16704,1243,0.451,Healthy
C0610,1,3,5.041,35.39,5.052,6.704,90,18.62,0,1247,971,2785,2382,2727,3195,4193,4995,4482,4285,3842,2415,19430,1427,0.363,Healthy
C0610,2,6,5.046,35.48,5.048,6.677,87,18.65,0,1191,907,2476,2188,2704,3167,4039,4730,4314,3935,3892,2716,18868,1382,0.359,Healthy
C0610,3,9,5.063,35.45,5.068,6.646,94,18.18,0,1239,897,2662,2191,2623,3338,4063,4890,4330,4055,3788,2691,18657,1330,0.379,Healthy
C0610,4,12,5.008,35.35,5.022,6.656,105,18.36,0,1255,899,2720,2152,2717,3116,4278,4767,4231,3956,3750,2423,18535,1377,0.333,Healthy
C0610,5,15,4.85,35.4,4.859,6.698,86,18.13,0,1134,865,2469,1927,2621,3324,4184,4501,4236,3844,3751,2559,17498,1340,0.17,Healthy
C0610,6,18,4.813,35.23,4.838,6.718,91,18.99,0,1186,909,2536,2111,2664,2983,3960,4555,4154,3768,3677,2357,18104,1245,0.149,Healthy
C0612,1,3,5.092,35.13,5.128,6.701,182,24.76,0,1235,940,2696,2186,3159,3582,4641,5057,4432,4294,3835,2712,20355,1504,0.439,Healthy
C0612,2,6,4.874,35.05,4.916,6.689,186,24.57,0,1232,956,2610,2160,2922,3552,4670,4852,4389,4396,3780,2437,19427,1389,0.227,Healthy
C0612,3,9,4.827,35.18,4.856,6.726,208,25.28,0,1140,951,2686,2075,3265,3728,4739,5008,4801,4549,3716,2533,20070,1504,0.167,Healthy
C0612,4,12,4.983,35.1,5.021,6.696,196,24.69,0,1209,986,2705,2379,3220,3503,4672,4928,4815,4286,3969,2570,19593,1391,0.332,Healthy
C0612,5,15,4.971,35.16,5.003,6.709,193,24.93,0,1226,880,2904,2226,3135,3767,4227,4893,4392,4547,3794,2684,20013,1356,0.314,Healthy
C0612,6,18,4.748,35.04,4.789,6.692,203,24.87,0,1230,887,2458,2115,2988,3239,4566,4713,4554,4088,3624,2370,18820,1399,0.1,Healthy
C0613,1,3,4.874,34.33,4.982,6.605,120,17.71,0,1166,949,2541,2068,2805,2894,4137,4932,4346,4457,3845,2546,18952,1390,0.293,Healthy
C0613,2,6,4.922,34.33,5.031,6.649,124,17.23,0,1161,927,2508,2028,2674,3148,4309,4657,4370,3920,3601,2526,18843,1441,0.342,Healthy
C0613,3,9,4.882,34.34,4.99,6.58,141,17.43,0,1236,943,2700,2114,2573,3236,3971,4739,4595,4006,3631,2634,19017,1349,0.301,Healthy
C0613,4,12,5.059,34.21,5.183,6.571,128,17.21,0,1134,901,2773,2124,2690,3080,3778,4715,4570,4175,3847,2553,18608,1358,0.494,Healthy
C0613,5,15,4.806,34.23,4.922,6.619,145,17.91,0,1114,884,2631,2198,2737,2853,4011,4651,4438,3967,3817,2350,18309,1337,0.233,Healthy
C0613,6,18,4.89,34.25,5.006,6.589,130,17.78,0,1108,812,2465,2107,2541,2744,3832,4636,4261,3781,3509,2260,17535,1351,0.317,Healthy
C0614,1,3,4.749,35.93,4.71,6.533,174,21.57,0,1107,841,2534,2146,2984,3295,4164,4314,4187,4014,3273,2313,19123,1353,0.021,Healthy
C0614,2,6,5.0,35.92,4.96,6.56,183,21.14,0,1136,922,2630,1963,2826,3327,4545,4631,4228,4079,3795,2416,18559,1428,0.271,Healthy
C0614,3,9,4.8,36.13,4.743,6.575,180,23.05,0,1210,906,2640,2043,2818,3452,4205,4474,4506,4017,3529,2549,18798,1351,0.054,Healthy
C0614,4,12,5.027,35.93,4.986,6.574,172,21.54,0,1213,880,2587,2083,2772,3284,4253,4663,4479,3985,3503,2394,18656,1356,0.297,Healthy
C0614,5,15,5.023,35.84,4.991,6.571,177,21.29,0,1222,908,2621,2052,2953,3224,4276,4641,4227,3683,3588,2444,18191,1352,0.302,Healthy
C0614,6,18,4.871,35.99,4.826,6.581,180,22.49,0,1246,904,2669,2095,2777,3374,4772,4852,4280,4086,3491,2443,19108,1355,0.137,Healthy
C0615,1,3,4.507,35.61,4.498,6.669,150,21.93,0,1354,1006,2637,2101,3235,3716,4527,5547,5221,4613,4471,2952,21065,1526,-0.191,Healthy
C0615,2,6,4.958,35.94,4.917,6.71,182,19.65,0,1267,1061,2967,2473,3218,3964,5033,5721,5211,4912,4550,2979,21686,1555,0.228,Healthy
C0615,3,9,5.535,36.26,5.455,6.77,243,18.25,0,1498,1065,3230,2412,3486,4062,5090,6306,5915,5063,4992,3273,24418,1665,0.766,Healthy
C0615,4,12,5.769,36.61,5.647,6.846,309,15.2,0,1550,1196,3471,2611,4074,4376,5756,6772,5938,5874,5075,3502,26178,1803,0.958,Subclinical
C0615,5,15,6.218,37.11,6.028,6.936,411,12.25,1,2036,1476,4502,3528,5297,5936,7278,8431,8071,7744,7144,4654,34401,2256,1.339,Subclinical
C0615,6,18,6.82,37.69,6.536,7.04,511,8.9,1,2253,1665,4791,3815,5201,5441,7436,8933,8646,7665,7664,4835,34513,2274,1.847,Clinical
C0616,1,3,4.878,35.46,4.882,6.45,202,18.3,0,1204,982,2707,2116,2981,3647,4780,4971,4449,4319,3937,2654,19812,1489,0.193,Healthy
C0616,2,6,4.568,35.2,4.594,6.472,238,18.91,0,1190,907,2577,2137,3309,3489,4627,4950,4462,4490,3916,2844,19840,1460,-0.095,Healthy
C0616,3,9,4.785,35.44,4.79,6.475,215,18.69,0,1322,956,2898,2354,3130,3577,4445,4891,4706,4350,4039,2797,19948,1469,0.101,Healthy
C0616,4,12,4.898,35.32,4.915,6.503,229,18.66,0,1305,963,2669,2236,3154,3559,4628,4776,4319,3992,4258,2897,20102,1406,0.226,Healthy
C0616,5,15,4.662,35.29,4.681,6.502,222,19.37,0,1265,952,2713,2237,3167,3508,4502,4657,4535,4131,4073,2781,20182,1391,-0.008,Healthy
C0616,6,18,4.795,35.1,4.831,6.469,227,19.16,0,1254,961,2729,2166,2937,3828,4811,4372,4837,4350,4149,2861,20212,1437,0.142,Healthy
C0617,1,3,4.357,35.47,4.359,6.629,143,22.98,0,1250,877,2787,2129,2987,3420,4388,4443,4395,4269,3689,2558,19837,1456,-0.33,Healthy
C0617,2,6,4.264,35.41,4.271,6.601,125,23.76,0,1167,853,2462,1985,2851,3204,4408,4625,3982,3560,3636,2511,18905,1408,-0.418,Healthy
C0617,3,9,4.528,35.48,4.53,6.611,134,23.03,0,1187,836,2536,2013,2980,3547,4547,4551,4144,3839,3320,2498,19403,1304,-0.159,Healthy
C0617,4,12,4.507,35.58,4.5,6.616,151,23.01,0,1162,902,2695,2117,2900,3512,4289,4582,4464,3805,3583,2523,18688,1384,-0.189,Healthy
C0617,5,15,4.221,35.63,4.211,6.61,144,23.11,0,1179,884,2789,1956,3036,3507,4416,4626,4391,4025,3193,2442,18177,1400,-0.478,Healthy
C0617,6,18,4.252,35.56,4.247,6.608,135,22.99,0,1177,853,2512,2031,2869,3144,4242,4235,3988,3680,3477,2410,18078,1446,-0.442,Healthy
C0618,1,3,4.523,35.63,4.512,6.637,56,19.21,0,1097,771,2242,1809,2715,2944,3937,3996,3709,3196,3245,2057,16518,1323,-0.177,Healthy
C0618,2,6,4.648,35.68,4.632,6.668,69,18.71,0,1060,762,2379,1859,2715,3069,3795,4101,3995,3564,3162,2204,16962,1259,-0.057,Healthy
C0618,3,9,4.443,35.84,4.414,6.682,50,18.78,0,1032,771,2131,1876,2522,2829,3803,3918,3914,3495,3174,2191,16225,1216,-0.275,Healthy
C0618,4,12,4.512,35.72,4.493,6.683,69,19.13,0,1038,808,2265,1854,2536,2970,3932,3942,3959,3567,2945,2173,17110,1313,-0.196,Healthy
C0618,5,15,4.582,35.75,4.56,6.66,51,18.06,0,1078,836,2475,1848,2705,2951,3907,4124,3942,3622,3237,2146,16515,1295,-0.129,Healthy
C0618,6,18,4.626,35.87,4.593,6.696,59,18.52,0,1019,847,2266,1749,2570,2830,3527,4028,3716,3587,3367,2129,16703,1319,-0.096,Healthy
C0619,1,3,4.917,35.55,4.912,6.681,174,21.68,0,1159,1024,2804,2361,2952,3654,4519,5006,4217,4155,3976,2692,20432,1501,0.223,Healthy
C0619,2,6,4.896,35.86,4.863,6.75,221,18.99,0,1388,958,2889,2223,3440,3793,4903,5123,4944,4327,4227,2739,21136,1457,0.174,Healthy
C0619,3,9,5.443,36.12,5.379,6.85,285,16.76,0,1575,1095,3166,2650,3440,4074,5428,5212,5436,4798,4536,3288,22992,1552,0.69,Healthy
C0619,4,12,5.835,36.48,5.726,6.976,421,15.45,0,1544,1182,3455,2606,4124,4386,5183,5793,5333,5032,4962,3281,23387,1702,1.037,Subclinical
C0619,5,15,6.313,36.94,6.14,7.127,554,11.8,0,1659,1289,3836,3113,4208,4936,6190,6148,6027,5690,5597,3584,27256,1842,1.451,Subclinical
C0619,6,18,6.94,37.44,6.684,7.3,730,9.1,0,1870,1413,4024,3405,4419,5072,6924,6336,6477,6263,5997,3910,29374,1922,1.995,Clinical
C0620,1,3,5.087,35.3,5.106,6.615,124,23.12,0,1260,1031,2508,2070,2726,3423,4490,4824,4513,4189,3826,2531,19535,1373,0.417,Healthy
C0620,2,6,4.974,35.1,5.012,6.62,141,23.85,0,1313,915,2793,2255,3054,3338,4510,4909,4441,4125,3826,2530,19138,1378,0.323,Healthy
C0620,3,9,4.957,35.2,4.985,6.624,124,23.23,0,1208,882,2809,2138,2674,3103,4495,4586,4387,3840,3499,2319,18075,1416,0.296,Healthy
C0620,4,12,5.085,35.3,5.104,6.604,138,22.6,0,1238,1010,2723,2284,3023,3350,4420,4905,4343,4266,3994,2465,19474,1410,0.415,Healthy
C0620,5,15,4.922,35.18,4.952,6.62,129,23.93,0,1153,887,2483,2142,3024,3096,4245,4529,4231,3858,3755,2456,18411,1395,0.263,Healthy
C0620,6,18,4.78,35.24,4.804,6.579,140,24.15,0,1222,902,2631,2006,2670,3211,3988,4338,4341,3947,3435,2466,18507,1384,0.115,Healthy
C0621,1,3,4.921,35.66,4.906,6.669,140,17.96,0,1143,870,2574,1944,2852,3078,4030,4157,3670,3690,3659,2313,17281,1298,0.217,Healthy
C0621,2,6,4.763,35.96,4.721,6.713,201,17.01,0,1242,914,2643,2218,2890,3219,4359,4721,4263,4076,3765,2646,19340,1325,0.032,Healthy
C0621,3,9,5.385,36.33,5.3,6.776,230,16.85,0,1224,957,2911,2131,3271,3673,4804,4828,4376,4359,4050,2906,20627,1522,0.611,Healthy
C0621,4,12,5.694,36.76,5.558,6.856,326,14.38,0,1451,1056,3036,2413,3393,3944,4888,4855,5072,3997,4555,2943,21345,1491,0.869,Subclinical
C0621,5,15,6.214,37.36,5.994,6.951,425,11.23,1,1758,1361,4158,3409,4647,5230,7193,7075,6670,6101,6294,3968,30026,1927,1.305,Subclinical
C0621,6,18,6.8,37.92,6.487,7.06,542,8.2,1,1940,1395,4028,3199,4900,5482,6704,7439,6483,5755,6304,4147,29097,1867,1.798,Clinical
C0624,1,3,4.611,34.82,4.671,6.7,211,18.58,0,1368,1035,2972,2467,3301,3643,4814,5263,4784,4432,4019,2847,20696,1431,-0.018,Healthy
C0624,2,6,4.769,34.8,4.832,6.74,200,18.19,0,1339,1061,2886,2629,3246,3817,4958,4602,4489,4455,4071,2751,20101,1466,0.143,Healthy
C0624,3,9,4.691,34.75,4.758,6.742,208,18.39,0,1413,1059,3105,2486,3407,3634,5184,5245,4672,4481,3810,2695,20894,1535,0.069,Healthy
C0624,4,12,4.883,34.92,4.937,6.74,185,18.1,0,1361,1003,2851,2335,3154,3828,4555,4883,4506,4285,3792,2589,20289,1435,0.248,Healthy
C0624,5,15,4.697,34.85,4.755,6.716,199,18.77,0,1362,1032,3070,2546,2990,3516,4394,4649,4664,4220,3648,2667,19437,1430,0.066,Healthy
C0624,6,18,4.808,34.9,4.863,6.745,221,17.4,0,1363,970,3049,2452,3418,3740,5016,5147,4689,4539,4215,2783,21211,1516,0.174,Healthy
C0625,1,3,5.006,35.76,4.981,6.673,146,21.47,0,1397,1014,2982,2315,3213,3391,4417,5097,4705,4430,4259,2884,20440,1399,0.292,Healthy
C0625,2,6,4.952,36.08,4.897,6.726,240,21.45,0,1387,1097,2933,2752,3158,3724,4588,5448,4810,4708,4586,3068,21778,1541,0.208,Healthy
C0625,3,9,5.267,36.56,5.161,6.801,291,17.11,0,1541,1176,3456,2706,3792,4069,5360,5939,5654,4951,5092,3421,24405,1700,0.472,Subclinical
C0625,4,12,5.498,37.17,5.324,6.896,427,15.68,0,1663,1178,3624,2856,3826,4378,5365,5857,5663,5290,5170,3341,23937,1646,0.635,Subclinical
C0625,5,15,5.845,37.76,5.594,7.009,577,14.33,1,2377,1725,4612,3810,4923,5282,7117,7718,7580,6855,6787,4955,31386,2125,0.905,Clinical
C0625,6,18,6.31,38.56,5.943,7.14,765,11.9,1,2449,1709,5139,4129,4944,5261,6694,7350,7623,7631,7285,5197,31911,2049,1.254,Clinical
C0626,1,3,4.987,35.54,4.983,6.575,201,20.29,0,1310,945,2698,2282,3040,3274,4322,4941,4762,4156,3651,2676,19984,1546,0.294,Healthy
C0626,2,6,4.92,35.52,4.918,6.607,200,20.49,0,1315,945,2695,1990,2758,3283,4196,4949,4455,4300,3603,2487,19282,1410,0.229,Healthy
C0626,3,9,4.982,35.35,4.996,6.602,200,21.25,0,1426,950,2746,2288,2909,3187,4399,4877,4620,4444,3691,2468,19605,1420,0.307,Healthy
C0626,4,12,4.831,35.43,4.837,6.596,189,20.44,0,1204,939,2563,2064,2724,3337,3915,4392,4322,4112,3527,2413,17898,1376,0.148,Healthy
C0626,5,15,4.91,35.45,4.915,6.603,179,21.35,0,1270,906,2643,2086,2684,3190,3810,4622,4708,4161,3371,2442,18708,1312,0.226,Healthy
C0626,6,18,4.918,35.51,4.917,6.574,207,21.1,0,1282,942,2674,2296,2965,3463,4035,5153,4334,4174,3503,2549,19949,1550,0.228,Healthy
C0627,1,3,4.547,34.57,4.627,6.493,157,17.51,0,1204,871,2562,2051,2841,3181,4329,4542,4498,3655,3353,2357,18916,1360,-0.062,Healthy
C0627,2,6,4.635,34.68,4.707,6.484,177,16.92,0,1323,954,2648,2213,3090,3193,4313,4715,4274,4085,3584,2620,18538,1410,0.018,Healthy
C0627,3,9,4.866,34.65,4.945,6.503,154,16.75,0,1154,921,2442,2046,2799,3166,3980,4485,4331,3941,3612,2358,18533,1369,0.256,Healthy
C0627,4,12,4.791,34.61,4.872,6.514,156,16.84,0,1141,875,2455,2087,2901,3191,4145,4535,4098,3810,3464,2372,17589,1272,0.183,Healthy
C0627,5,15,4.629,34.64,4.705,6.518,171,17.26,0,1216,927,2737,2224,2911,3311,4640,4381,4376,4110,3604,2514,18963,1439,0.016,Healthy
C0627,6,18,4.659,34.6,4.739,6.491,154,16.08,0,1163,923,2621,1871,2779,3292,4350,4273,4197,3732,3580,2397,17916,1359,0.05,Healthy
C0628,1,3,5.139,36.08,5.082,6.579,149,22.14,0,1278,993,2855,2296,2837,3322,4182,4419,4123,3689,3860,2475,18695,1515,0.393,Healthy
C0628,2,6,4.981,35.99,4.935,6.566,159,22.49,0,1358,952,2914,2375,2750,3323,4256,4537,4337,4128,3882,2500,18792,1401,0.246,Healthy
C0628,3,9,4.986,36.05,4.934,6.609,154,22.49,0,1268,1002,2748,2296,3081,3260,4267,4918,4269,3992,4047,2683,19322,1384,0.245,Healthy
C0628,4,12,5.018,36.11,4.96,6.612,152,23.1,0,1243,951,2751,2147,2990,3236,4141,4520,4306,3981,3735,2564,18359,1276,0.271,Healthy
C0628,5,15,5.012,36.08,4.957,6.592,163,22.91,0,1324,1026,2860,2211,3331,3511,4565,4638,4266,4045,3934,2768,19770,1404,0.268,Healthy
C0628,6,18,4.954,36.1,4.898,6.568,171,22.47,0,1224,944,2735,2338,2799,3319,4150,4436,4213,3938,3584,2573,18168,1361,0.209,Healthy
C0630,1,3,3.786,35.06,3.818,6.681,146,14.98,0,1251,995,2719,2187,3009,3216,4177,4852,4825,4242,4120,2852,19189,1421,-0.871,Healthy
C0630,2,6,3.902,35.14,3.929,6.7,153,14.57,0,1161,955,2735,2078,2888,3189,4341,4853,4475,4252,4003,2712,19401,1436,-0.76,Healthy
C0630,3,9,3.837,35.11,3.865,6.708,160,15.17,0,1246,931,2901,2423,3114,3441,4372,4908,5004,4615,4042,2779,20445,1447,-0.824,Healthy
C0630,4,12,3.802,35.16,3.827,6.689,154,14.77,0,1139,901,2469,2170,2903,3191,4253,4887,4948,4191,4099,2656,19671,1358,-0.862,Healthy
C0630,5,15,3.589,35.02,3.622,6.731,145,14.65,0,1270,943,2537,2179,2692,3411,4083,4949,4734,4386,3985,2782,19244,1535,-1.067,Healthy
C0630,6,18,3.774,35.11,3.802,6.696,165,14.61,0,1187,892,2706,2194,2853,3458,4269,5020,4469,4228,4010,2760,19870,1457,-0.887,Healthy
C0631,1,3,4.974,35.78,4.948,6.678,163,21.8,0,1205,810,2492,1945,2481,3080,3707,4080,3684,3735,3349,2352,16929,1296,0.259,Healthy
C0631,2,6,5.09,35.98,5.044,6.741,208,17.51,0,1270,872,2673,2130,2741,3360,4181,4511,4452,3889,3840,2736,18167,1265,0.355,Healthy
C0631,3,9,5.545,36.17,5.474,6.832,283,16.14,0,1287,928,2919,2313,2959,3376,4776,4879,4553,4114,4214,2707,19581,1460,0.785,Subclinical
C0631,4,12,6.216,36.54,6.093,6.946,373,14.57,0,1441,1072,3269,2799,3422,3797,5376,5793,5134,4875,4567,3330,22657,1644,1.404,Subclinical
C0631,5,15,6.912,37.0,6.715,7.083,496,11.09,1,1924,1393,4073,3186,4165,4236,5211,6557,6578,5947,6070,4209,26889,1844,2.026,Clinical
C0631,6,18,7.75,37.52,7.453,7.24,638,7.5,1,2067,1631,4593,3538,4877,5269,6805,7315,7061,6826,6317,4427,31546,2091,2.764,Clinical
C0632,1,3,4.649,35.67,4.634,6.679,159,19.75,0,1339,991,2869,2287,3152,3611,4300,4686,4822,4340,3961,2550,20331,1474,-0.055,Healthy
C0632,2,6,5.211,35.85,5.176,6.744,190,18.06,0,1375,1047,3015,2416,3351,3712,5080,5338,5021,4452,4216,2957,21867,1513,0.487,Healthy
C0632,3,9,5.525,36.19,5.453,6.838,252,16.47,0,1571,1090,3397,2542,3674,4160,5438,5673,5479,5115,4427,3242,23293,1600,0.764,Healthy
C0632,4,12,6.037,36.58,5.913,6.956,333,15.64,0,1706,1262,3746,2678,3835,4536,6027,6193,6342,5645,4587,3376,26481,1796,1.224,Subclinical
C0632,5,15,6.603,36.99,6.416,7.097,430,12.94,1,2200,1569,4861,3648,5297,6146,8297,8218,7767,6757,6346,4604,34022,2271,1.727,Clinical
C0632,6,18,7.31,37.52,7.029,7.26,557,10.9,1,2289,1738,5364,4222,5640,5853,7454,8569,7911,7709,6965,4666,35744,2328,2.34,Clinical
